tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4
-0.0010857562902896857,0.010351004165209475,0.013248609980135067,0.0016210515341612867,0.01751437864700557,-0.009963062091748187,-0.014481341209553767,-0.005977195450250459,-0.007997969211070731,-0.00791625853697966,0.013305575023364824,0.012923948177560983
-0.004037211896001242,-0.010249781152272968,-0.01443819204526583,0.015338455016256046,0.002456992853986051,-0.005064470122792107,-0.01193823243917235,0.012735030114256923,0.010055248241864457,0.011515661466594506,0.01432436991387933,0.009808219486838774
0.014936220900818774,0.009736061797456362,-0.010628333267455702,-0.007222879400254313,0.011051045058033615,0.0033081619227112893,-0.011479502584040647,-0.011023767521900417,0.01134314416983802,0.00686451657649155,-0.013254121508097851,-0.00032879114854254344
-0.004806158602088033,0.014333693629662407,0.002969928314145838,0.0038001143889788295,0.021459221785853456,-0.01027877331010228,-0.014555516517821089,-0.01243930404432485,0.011386442861498902,0.003164381573848076,-0.011461012061533214,0.006288817345729496
0.012495918090057184,0.0012154421831790687,-0.0011836353752864867,0.0076801381811533375,-0.012255352456119912,-0.0033886156778127926,0.00740647181431077,0.017269074637612077,0.002552625157229428,0.01672434656587729,-0.010189178609730527,-0.0025832958056008926
0.007778471238071052,1.1568142912127082e-05,-0.01577256239103821,-0.0164274630207463,0.0030062220041883205,-0.0041388652823253855,-0.0040403210626233825,0.0029575288053727226,-0.0036276790037525755,0.0013187464695824434,-0.014052342714835981,-0.016345083208346465
-0.0025822924656295466,-0.01196078486417685,0.011898974312629136,0.008430655567669126,0.0081480707385043,-0.008692882371539742,-0.011817911999725523,0.006358003325865108,-0.00420120783452969,-0.014717077763223963,-0.013094770743014558,-0.0024437602727758237
0.0026370463187251015,0.0028920439355413175,0.002720383992780951,-0.015216706115290904,0.0010399656567342886,0.006014858585091351,0.003948469204456969,-0.011769694997517018,-0.006363903719425636,-0.014470687768879362,0.0008700580414359959,-0.0007666921705750209
0.007305053690633006,0.009055955178553527,-0.013232556892833964,0.009628776255188523,-0.00242991912926792,-0.0029526651982152903,-0.004607999141906853,0.01178131231720883,0.014989970527903466,0.014684959314616285,0.010910883366963074,-0.015480112700647045
0.0034366891769763664,-0.009904143421051777,-0.013081999911715221,-0.0003138599112039444,-0.0038239498160028015,-0.0024468834899508333,-0.004222637876927122,0.013311530932014152,-0.013007599080215917,-0.004248283776764629,-0.007163727710340695,-0.009896920000807077
0.00235447372555645,-0.015146155118265909,-0.014360611031505129,0.012864088536408339,0.004243586230216462,0.004315370627304542,-0.0028735128381785885,-0.008812752499930226,0.012499582091044075,-0.013971694296333322,-0.006626938865872228,0.006815115810311691
-0.016492505093705825,0.004286567299871925,0.0037160364808761703,-0.016274271671994214,-0.011126127666092698,0.0014349291543285746,0.01298493645391527,0.0049056585307512175,-0.0019529364943070377,-0.016907431352192297,-0.011052147656088022,0.004471127342660936
-0.01255165947888654,0.006455467115033532,0.005203175921915803,-0.0002929853345224954,-0.0010332401362811972,0.0014209698127308475,0.009949713658033588,-0.009575998957688712,-0.014488747840293796,-0.0133048147823699,-0.012881961523062261,0.011428023622145763
0.013798611404737229,-0.015236101354053812,0.0008326190106484154,0.015178310706291328,-0.0045851637697972535,0.002003355090686331,-0.00932891839235746,0.015289766081330642,-0.009896044097957083,0.00924989500772415,-0.008677575266227554,-0.011062116097697233
-0.002815419389364435,-0.011268985181253464,-0.006100857293481606,-0.012595274383253122,-0.010613001340596107,-0.006705771686247829,0.008493845128958155,0.016646174306862077,0.006476016604267637,-0.004636056140409776,0.009484214845614857,0.004325736408892925
-0.006627201934204827,-0.015701263579127933,-0.007020214298888275,0.009062655441869629,0.005113854425744135,-0.00567993550012445,-0.003433849241170845,0.0002312745480118998,-0.004230794237767891,-0.004841511180555715,-0.007077407801042318,0.004776778547990993
-0.0017112190260096726,0.011680746982572517,-0.009097157104762213,-0.003647174236318075,0.004814437056007178,0.0022133939990709077,0.0021153316156783688,-0.012691161507441847,-0.016833231235043235,0.016864973710454558,0.009732746655024526,-0.008473043451293764
0.017087336679222263,-0.003075612196747397,0.005744865666276982,-0.0014398257763014793,0.005312087087691606,0.006628053762899384,-0.005580551091649771,-0.010274328467828922,0.015702120200560863,0.009573951558455834,0.005208970571668637,0.0040907642349241324
-0.0056552581559655285,0.009592613103982055,0.011089655122236471,-0.010497155282717727,-0.004996788590236382,0.015231604958683054,-0.007601871031993708,0.0010494445564873615,-0.009093695568879148,-0.01614982233481111,0.005000790702597028,-0.016895158804197907
0.016786183661758776,0.007041327603211388,-0.012984625741266945,-0.012924742188190822,-0.01810098746171921,0.01323845102592508,0.01707526142973253,0.0011267969173090894,0.015629302081420066,0.004840684844850899,0.009599725763602292,-0.01612961743889349
0.007157816312382174,-0.005229999737739327,0.013186217195098805,0.004622781140003603,-0.012678782324790422,-0.009294506200480836,0.016231560939767884,0.015085348468276041,-0.003901911666205725,-0.01700974385047111,0.0019430221872055948,-0.007678133105129584
0.016080447682508787,-0.0008674193135735682,-0.01625878342011298,0.00797558838465139,0.0018159230030285998,-0.009982414664668846,0.004158887240748228,0.0026693557759579945,-0.0062213116988934615,0.00926185862368122,-0.007656250197933924,0.0041358132307025485
-0.010092567820189163,-0.008261333198863997,-0.0011530653753064797,-0.01224533958186929,-0.01500016389945279,0.00784335017861085,0.009285982987543481,0.008925200963237082,-0.007605905987802602,0.0026923656120804032,-0.009518898019057339,0.01324805020088708
-0.013702580944927862,0.016580633046182937,-0.009835110743072693,0.007091184247762786,0.0013161858184860536,-0.013890877675746241,-0.003788251030514288,0.015392976101745292,0.010008748037909498,0.004716025016750955,-0.007415464839830768,-0.009342523473354224
0.010881734805008248,0.013073366610543098,-0.013311849716640851,0.008643480394450481,0.0030707772818070276,-0.009345100130185456,0.015009561502960869,-0.010998254426440335,0.010470689673366453,-0.013898340667718237,0.01659520045274317,0.00470735804177572
-0.0014151656935638274,0.003264805756956339,0.012987173322089311,0.014556975302917663,-0.009902880657241087,-0.00784257603279668,0.010063075485692559,0.014980303473087651,-0.010994006729414148,-0.01374580285889586,0.005940597128422392,0.013791579225577114
-0.004397331457750541,0.01271861109723203,-0.01587439733622486,0.011712354001465706,-0.0027514815738902735,-0.009290103855024275,0.015385787522435114,-0.0013165046514041568,0.00920982396067403,-0.0026378163609862048,0.0004582526704023867,0.008417696212708312
-0.004081833140885442,0.0027424596525369347,-0.013108276632043352,-0.013496205122785323,-0.012326714101365176,0.0023612623508870115,0.0054186303046556755,0.01363099210777968,0.009413639875976385,0.006584913803331634,-0.005868341044061962,0.0033848344097169424
-0.005044730710473095,-0.009349994832993353,0.011082528310070252,-0.0017612595264359953,0.0028111012565357678,0.011235633919787325,-0.016516472030428983,0.0003981036055326015,0.009358661284204475,0.011206804794200583,0.012322463890593657,-0.010454949165611294
0.014529902800314787,0.0005745234700037637,-0.005427354144934713,-0.0002827030315567199,-0.013585972346392713,0.01615638545816223,-0.007017824284156114,0.01445959964511469,0.0036539712128695837,-0.01588303103894181,-0.016518029072227814,-0.012848685270220053
0.011464528203893754,0.0018184408181640827,-0.011951065870525843,0.001161638566476038,-0.005064393314877775,0.013532057013261338,-0.002293666099678178,-0.0024417882268771337,0.009374364870384028,-0.005741348519917432,-0.011171250333787444,-0.014287357201510874
-0.00327367695785324,-0.0010592344039377127,0.006854013729657206,-0.005281641692849499,0.007010993955192445,-0.006960947308234762,0.0007642970006894763,-0.005981097685041632,0.009998923155438766,0.0036953032542797336,0.008601140456643057,-0.0007336689071943412
0.008790789017257411,-0.01440223020296395,0.008738431468236545,0.005573030221908408,-0.0011792827237277553,-0.0015096433932010192,-0.013302396653866122,0.01686039773307759,0.0008692061621525706,-0.012585458721759289,0.00012329308748312392,0.0071963312413960995
0.01665734187394351,-0.017278237804550116,0.01217535323400593,3.6738371239823936e-05,-0.004711516089444789,0.0032826582023104487,-0.0052810638387381405,0.010182075540485207,0.01481493793128128,0.0027334431382744643,-0.008509192232659626,-0.0051307201775484725
-0.01730588612668659,-0.014979177602914263,0.005110183437284528,-0.0026355189575322777,0.0076869932115157125,-0.01150825249270815,-0.013245727909807615,0.011402057336750922,-0.014425664880772104,-0.010928510804379073,-0.007737837613128208,0.004866291920613584
0.004877981553693845,0.012043320821086218,0.005349148990701713,0.009726495328793095,0.0018440702600365335,-0.003839220974104939,0.01148684857452772,-0.010850689307502015,0.0006898127139083932,0.0021796941479643975,0.016259139839416546,0.007372057488793667
0.014716079204063601,-0.015306769926050649,-0.006948075037526727,0.01291212063663387,-0.004325836118941468,0.006010488919013792,0.012842177733000627,-0.01133890691517609,0.013344042971773386,-0.012602457456581466,0.006532866045045749,0.0066087446264491805
-0.00036388546515507385,0.006273224621560615,0.016970674144290945,-0.015187941094821559,0.0069791038353092145,-0.007207359457990348,0.003932440573714208,-0.00884743839624724,0.006037940283941479,0.00573922171805994,0.010323659194401036,-0.001596077492420314
0.005452188931098563,-0.007740916590265374,-0.0048236299440707455,0.009145181651908217,-0.004541023287143456,0.009324640365491375,0.012970103844239324,-0.014407214061433731,0.008491298631287732,0.011204936508185482,-0.005305798372016833,-0.010294997745472377
-0.0018968791499646485,0.011612916576589782,-0.011095060140415424,0.013678215059934823,0.006100930680632797,-0.014886748891698125,0.006132887240730816,-0.0018431559027306554,0.00017085344290960407,-0.004674307010222061,0.002036184657470852,0.01655789904319766
0.017212638519951785,0.00262025151011616,-0.010601543684039145,-0.007899892293514033,0.0002939451671019957,-0.006837253071376001,0.006587076670958926,-0.0002603954699394985,-0.0035683090385664616,0.01631317102968958,-0.005018676631166779,0.013813962924779537
-0.008503284825930737,-0.013700395639282678,0.012340859867160762,-0.007147674086069614,0.0023775694865789364,-0.0076387527612430724,0.011877017495583366,-0.008367989245786921,-0.00762736289603184,0.010679365598883958,0.00864563551073436,-0.009005476613764326
-0.0009653908953001873,0.00024177909583495433,-0.009578332402306615,0.00604549818521286,-0.00279131623685193,0.01634430953957469,-0.01385045353067261,0.0023545292586865836,0.01568804965171088,-0.01325934381417299,-0.007544757846697418,0.015643045703255247
0.00811829856205604,0.0016824815987949383,0.007776180304875141,0.015050676273848656,-0.012044247527814614,0.004405588061864385,0.01284764050312118,0.003667024829856996,-0.01290263084118362,-0.0004928617061282606,0.011316118464501493,-0.00021854157796636026
-0.0045950420788112255,0.015665000268550337,-0.014698249563382044,0.007673742222122851,0.002859918973661608,0.015305341987070514,-0.00682899872014315,-0.01344387263285107,-0.0029926842973301074,0.0031780497788384725,-0.008044149190275565,-0.01185681606540269
-0.0025247231784176582,-0.0034228068819061263,0.0013267155480067975,0.014620744466428187,0.0013570959658522387,0.004312415883594535,0.0069089388772053655,-0.013578562704085584,0.016414691851173717,0.015773661907423246,-0.005063209507173329,-0.00033968012113819065
-0.0023171684532814164,-0.01385100422640185,-0.013883273395373633,-0.0007589733042063724,0.00973345589848588,-0.010259727055971717,-0.0014239253672661866,-0.005222876246828468,0.0037982354584674477,-0.011918365839573926,-0.013730481512367726,-0.005039947635086148
0.0003333053256948318,0.007981260898862494,0.008702497612774572,-0.00706315298517814,0.008201205493025707,-0.014460016906972325,0.0031212253922491993,-0.002906297384814103,-0.0053293729952483306,0.013542972203948647,-0.0017127536558484045,0.007643803429238983
0.016027472818088723,0.00967482243333654,0.012846627479557664,0.002675183987045841,0.0016337155353941088,-0.012229729228912432,-0.0011446207714709779,0.010536664104292869,0.015299076476177773,0.004878776213585345,-0.015166636484155322,-0.0016712375557437352
0.0167919865087908,-0.0008041106239183481,-0.0021514782215717493,0.01299545013882831,0.013673223275228102,-0.016474389179243817,-0.0060005610969056855,-0.0012747580723844428,-0.012222706207815234,0.01411789574403253,0.01711607271475249,0.005439612900219146
0.0031973534428687868,-0.010166051479213959,0.0012511871727371546,-0.012792927509512587,-0.0012761255353582474,-0.0005731837587235732,-0.0008736269597424472,0.0036633768991947073,0.0015899837762145326,0.0018232078068300822,-0.00843482950745095,0.00623670796600801
0.004603635758106638,-0.015241874866043016,-0.0066662607792458625,0.007803835013373729,-9.607183902560353e-05,-0.005912017497987437,0.0017263612148186685,0.004352525881245178,0.010159288020572924,0.0039705269082148725,0.008051152517044297,0.009331320734492093
-0.0017174479818191325,0.006252677861246571,0.0011570466759184804,0.001101001999170874,-0.010150800776775439,-0.003577968593146943,0.015619106526018766,0.005590289938074688,-0.005276376326306665,-0.012292114983909372,-0.002448336144600302,-0.005411239325596977
0.002560761558955029,-0.007239759305470907,0.009931307416521524,0.015277758124213064,0.002840301806117389,-0.0009100205473417522,-0.004097452639037693,7.401181295294435e-05,-0.014766080906850566,-0.015529166624055875,-0.01382416167130391,-0.014083765970167873
-0.0044832083756650145,-0.015604031343969163,-0.005973886274864937,-0.007922310105953673,-0.0033820668336585658,0.009943228889705575,0.006573841062113358,-0.010642587424684548,0.001530169412845168,0.007770052451715917,0.014399451971339636,-0.0032687488373968417
0.01328113778012843,-0.009041582243951487,-0.004091573081662541,0.012687989614540242,0.01466680141539434,-0.013411037907988218,-0.009879021572663514,-0.0021854424182867864,-0.011972750828098375,-0.011376488895612814,0.00720913559334373,0.010000202624210853
0.010528472101625191,0.004710651587004319,-0.01567034204479908,0.007378151293274039,-0.001985090983011286,0.001190367571514718,0.013298701198527423,-0.011041067857739244,-0.002401426743862944,0.014609390699714288,-0.01663695429667286,-0.006294121385997448
0.015114953337536617,-0.010770701309983139,0.008011907898584815,-0.007092459899962903,-0.0009013615374017066,0.004413452501514245,-0.0022582931905360745,-0.000589537444467222,0.0038447454243088776,-0.006425071364520295,-0.016980237208285,0.01111050682515538
-0.00843768850920335,-0.005105269359214957,-0.016818224528588614,0.014642732630793543,-0.0038495436537268825,-0.006350941424769904,-0.003093559316335031,0.0161309639542714,0.008057377679268257,0.013795278554453179,-0.016178248356255316,0.007737904670388583
0.005913225527520268,0.013050229720373925,-0.01617712290609013,-0.011013385977287226,0.0011838553873454324,-0.012627501520670681,0.010197554515510493,0.0003736428552670809,0.016448973511076916,0.0008661039893186985,-0.007729977218067804,-0.015415524387235063
0.014424938083375078,0.012764866686005497,-0.014668982555771799,0.014712134979644426,0.009478126215849982,-0.011518354389952981,0.01182402496335598,-0.016768707912889223,-0.015328570219745439,0.002159154329892492,-0.011350746636454545,0.0078020244503547295
-0.0022999118675350416,-0.008408100142710465,0.01721484159249583,-0.013011173728998847,-8.01964072698017e-05,0.0026718062385817777,0.0015862567504008474,-0.004118765328969084,-0.0057534805912454615,-0.015606987838980306,0.014297836162605907,-4.9948743343769246e-05
0.013788164200665583,0.0009154473726016868,-0.0016528614277881806,-0.01510215333011345,0.017196410242020947,-0.013668986833397132,-0.005368075430579748,-0.010832244671848644,0.012957079852916172,-0.006839245133346135,0.002259165290272469,0.010861390866208402
-0.010467799935096765,-0.013521219817818968,0.007008947430904396,-0.012477538676102932,-0.0006656920941925639,0.008919530233615816,-0.00753809101485334,-0.0002251606296740777,0.01292247205267154,0.016286913044527448,0.006950030823886936,0.01590336895754256
-0.008730722392170504,0.017220828056197575,-0.0017238663968150803,0.009671911028400862,0.003282281599441077,0.0017210872699144448,-0.0006030791563620604,-0.006819166208341896,0.01154755467885225,0.0038368238980787633,-0.011090368375452733,0.010966988558519686
0.014697570581280654,0.01316929280994701,-0.002370322238638118,0.010859423862488187,0.013000922566256823,-0.00048058075705951505,-0.0048752508376304505,-0.01722611901961233,0.013759171220744847,-0.010835160970229268,0.015569845989707473,0.010893285372256489
0.01605445337139557,0.01144887914290433,-0.0004631191202179766,-0.015900179811134396,-0.006220408488674741,0.015321905135038241,-0.004021043559926509,-0.0004963174038652915,0.01245730917501573,0.004944352886987945,0.015336941417793699,0.016906561829667058
-0.01346614764356759,0.013585575791034567,0.016948816725179113,0.007487888057346938,0.004703669105426616,0.013363686253836247,-0.013794607713086026,-0.0077391085811257115,0.013322559563543996,-0.01689641741713536,0.005829618310675078,-0.0013175697974412688
0.016592399273049407,-0.006847921077023796,-0.0007052961545965073,0.003061344681666158,0.00448800540171024,0.011551897064157223,-0.005829948288743412,-0.01351738424237053,-0.00890575372503317,-0.0063359606487968425,-0.0027001515950492443,0.010387835571588849
-0.015323422689470281,0.009873351232470753,0.014720380711438788,0.005311407458292656,0.0069849046064177,0.003861557868115088,-0.013606521582158351,-0.0023874613904463393,-0.003926034626331298,0.010433007144629233,0.011271153589785818,0.008518654573433532
0.011415097849714697,-0.0022597785997044728,-0.010631657029262527,-0.001151757168275277,-0.017590338072084814,0.013501195838125635,0.006878780585483486,0.010173563018649773,0.0013010381709889064,-0.013556733638553425,-0.005696908008795257,-0.010900642631968457
0.007636958054243875,0.011944194246038735,0.005664784402550154,-0.00851250898816798,-0.009596685598811274,0.005349945753276522,0.011440827429057202,-0.00012181167415759005,0.008697779832615368,0.014038808275313416,0.016438582638482246,-0.013784560840330763
-0.0069888124080450505,0.0031596719693962683,0.01506377840660815,0.014547554943040606,-0.008180300987535862,-0.0028349693338050046,0.0081812735591257,0.00886246616748496,-0.010938873098888954,-0.01627870448157786,-0.001417137009974751,-0.009627895238794804
0.017295166802158583,-0.00790890649765378,-0.0065190510057493226,-0.0031266917389934554,0.0026088211266927707,-0.003533956833272197,-0.0046254105893499785,0.0036279756508530592,-0.00036887466288956127,-0.003800733090517159,0.01354746382700415,-0.017178335053944803
0.0008296239621552224,-0.0117813209531429,0.011980869321215407,-0.002352863527601416,-0.013963212714539496,0.01279101800513137,0.01393793828429561,-0.002475553902809084,-0.010346857074944728,0.013290293887929103,-0.012179412874254407,0.012460906962323335
-0.016846067144051513,-0.013705580882446325,-0.006538796807446681,-0.0008889554123232186,0.010753673475674871,-0.016704262402011973,-0.017047111822387245,0.015072780239858002,-0.008045418275408396,-0.008335185065680956,-0.011048415105120732,-0.012655928436128535
0.006957876244176437,0.005907137131170373,-0.008972406742122744,0.0012736602595098154,-0.006442435285472383,-0.016972412184317137,0.012625163161456452,0.015537427940359732,0.012360990201293208,-0.0025206600323007563,0.013452289149639267,0.0037067145946156326
-0.01598196517107577,-0.008931799458804597,0.013939365959848496,0.0010443023350630973,0.006364505184371935,0.0003432779591773712,0.004900258849377705,-0.016298364715816485,0.008285801638311718,0.003580038579652865,0.003041396033953456,-0.0058713062664016895
0.0157864431690871,-0.005940620205042604,0.005659089734513899,0.008190888909652368,-0.0010700313679920918,0.0012018336121944516,-0.004970595674960281,0.005627354550794171,0.00729019549039703,0.006970249055039995,0.01532500800295566,0.004668256069784147
0.015336788360829585,-0.0022757184415021386,0.007245100143278119,-0.013151787664633824,0.010351291477787862,-0.014274454131696753,-0.01626493121671773,0.012559709373638735,0.003899391817168316,0.005359851613452775,0.012174265055013187,0.002738122654888158
0.005830672149607357,-0.006447151814773894,-0.009621156096463466,-0.012434421879122167,0.009746755805935195,-0.014932058980229253,-0.01462319242944121,0.012625623024342818,-0.010893755351281441,0.006665747679526247,0.0013678953738176123,0.010245102365058977
-0.014665377245875343,-0.011500925462838233,-0.005370162807846451,0.010861599240005331,0.003030687703480084,-0.003580537500508288,-0.004589163415151888,0.0029055479967548398,0.01492520032218522,-0.008892879532275234,-0.005266278903256509,-0.013359562233632072
-0.0012253634663531505,0.010310321478181055,-0.0003242203439324402,0.0033695953390020738,-0.0014360155030257954,0.004342120373458706,-0.01109003829916569,0.009242209023053586,-0.006262508875242618,-0.007718404741872477,0.0003506655595486078,-0.005839333608454955
-0.0012267976593803717,0.003672591582068892,-0.014703505125420714,-0.010848854357121816,-0.008377898480709139,-0.0020765039454758412,0.005469837662394564,0.01115865452116378,-0.0055576088436666195,0.006347342460627203,-0.011032689311180914,0.0075519551777589395
-0.0027363890017691682,-0.0015461790730254836,-0.01708974486190705,-0.016349038351259566,0.010397663906322305,-0.00897004435516739,-0.014453158996089469,0.0053629821290268114,-0.003014745980899652,-0.01443649636014438,-0.006345022768539839,0.003961543687430463
-0.009770113032075563,0.0006931155940959145,-0.002820045660915471,0.015591620486624429,0.012999088882647154,-0.011598743447633524,0.0027962833383246544,-0.01377631100160218,0.006844175400142342,0.007205043263247572,-0.01402772376484065,0.007674508893583548
0.005603016374094754,-0.010516305340822213,0.009245051196617567,0.0007678273624687179,-0.011900057784606571,0.004202592695834782,0.004202774151961458,0.012264438154100851,-0.006752138929441765,-0.011174254286368548,0.015512590769420308,0.005885283894758663
-0.012450193418520416,-0.0050506379723773975,0.0049346089951805665,-0.00939401648386538,0.00211184586526097,-0.0008434276851317903,0.00868526019633061,-0.011510005379483901,0.016949228330108004,-0.012138255528546017,0.0007918787643925308,-0.009266283422228013
-0.012004569097690333,-0.004167465086724476,0.010638853010336805,-0.0008837480834878765,-0.008839292643723214,0.0030812920075604573,0.0050899972152118125,0.007182119384242479,0.0038119468190577844,0.01675601640365666,0.013580390175328357,-0.014737369552496226
0.015193950072347482,-0.01730093911141801,-0.007793136141439491,0.0030126830070502713,-0.005545451871933199,-0.002576784530139369,0.0013894618633017665,0.010819493748447892,0.0001881041072937783,0.016178198940525385,-0.0025117277900378655,-0.004002789391891394
-0.01356223990655873,-0.012939720733688131,-0.014471545611370127,0.016944741928093348,-0.010882056298825764,0.016170151513716407,-0.007972913337334627,0.010704356069995648,0.007931980428717806,-0.014658298306681925,0.008935379945479221,0.011833337358170727
-0.00836038334806454,0.00998892226080899,-0.005274746708330816,-0.006241279132649005,0.010787152166576405,-0.007127375480694314,-0.008555478715508467,-0.003053889412107136,0.006425179697252663,0.004441920509526524,-0.008924455428104034,0.011861465818557109
-0.006823814540715664,-0.0033573544348409674,-0.004635905946953595,-0.0027476558709653696,-0.002115322740114259,-0.007983618701667434,0.014155288664599997,-0.0024974662663239167,-0.001022383731470332,-0.01415930422832929,-0.011941923031586416,0.015816900293054548
0.009968222941459588,-0.0008608349593389718,0.013061484296391996,-0.01514569566597757,0.003900693041044518,0.00024386055727464864,-0.012237009934716795,0.00521784382242424,0.009975387957828067,-0.002046684140491181,0.004470834908055812,0.015638344362254468
9.627327762706789e-05,0.002480089950312541,-0.005197088824397696,-0.00843863589568907,0.004977916017652972,-0.0002539302340528858,-0.00355123337295911,-0.00484122654224434,0.006155672954256697,0.003650275575857056,-0.004092348116336665,0.00444076262993153
-0.0013014930766493634,-0.00951327667628998,0.002248745028464022,0.005164625066302635,-0.007877794610376734,0.0042629354311172095,-0.006427507306894795,0.01584790964751088,-0.00300070175472467,-0.0022521768735557024,-0.01643040462218986,-0.016132426176213976
0.0058110892037452596,0.003675887391211194,0.014566321642582418,0.00983201525668572,0.006569093989950244,0.004942015184801567,-0.017298177249707537,0.0009459804145115276,-0.004769169298118225,0.00628354559780814,0.01281515170626075,-0.006543639017926576
0.005685064626884041,-0.004573843786818408,0.009764307916263064,-0.00971289460854623,-0.011761213949109846,0.00965892228996754,0.006337660103125618,0.004432059131412752,-0.0020275390705220874,-0.0008947745676988715,0.006484984020195648,0.012166708191272734
0.010566896969356112,0.003317424402034303,0.007035707192086199,-0.01063989447516881,-0.007309011798199166,0.01664186357002047,0.002314317976436655,-0.00626078898282169,-0.010740939529401188,-0.004067114366100905,-0.00022236081917938828,0.004334772164640204
0.004791540413584108,0.00971591749353322,0.011636033892547823,-0.002266285657110774,0.005731336738053664,0.01337027950848459,-0.01565670900064851,-0.007668607334202615,0.004926376490815267,-0.0052159286038767185,0.009880801924889184,0.01484379100157633
0.002959444721220398,0.01646094497306358,-0.013053112200617056,-0.01029628133239019,0.013710772690989692,-0.0010409011666283462,-0.013779683334821977,-0.008994338326409036,-0.0008399207859832585,0.006054399387996894,-0.006547928608273744,0.012654850905584852
-0.01045392467847169,0.008697523705135466,-0.004769955962618629,-0.006533129677318079,0.005574135506258484,0.013602998347726686,-0.015351492738552441,-0.007933491760717776,-0.00035788856338254455,-0.006648698723280077,-0.004572268670192245,-0.0006604312753912064
-0.01185145129578485,-0.012306540313608404,-0.016063804253885948,0.017311184913761518,0.013212251415647592,-0.012958702943001985,0.00015646753089740276,-0.01014678817672106,0.01494141517804311,-0.0008190137795375941,0.0038609174101679232,0.004617430545546665
